timestamp,lane,arrival_rate,queue_length,waiting_time,phase_state,hour,tod_factor,throughput,delay
1090,3,0.0772,0,0.0,0,0,0.3,0.0,0.0
1100,0,0.0378,1,1.49,1,0,0.3,0.7,0.745
1100,1,0.2177,4,5.97,0,0,0.3,4.0,1.194
1100,2,0.0312,0,0.0,0,0,0.3,0.0,0.0
1100,3,0.0544,0,0.0,0,0,0.3,0.0,0.0
1110,0,0.0,0,0.0,0,0,0.3,0.0,0.0
1110,1,0.0351,0,3.31,1,0,0.3,0.0,3.31
1110,2,0.0834,1,2.65,0,0,0.3,1.0,1.325
1110,3,0.1472,1,0.81,0,0,0.3,1.0,0.405
1120,0,0.0771,2,6.44,0,0,0.3,2.0,2.146666666666667
1120,1,0.1866,2,5.15,1,0,0.3,1.4,1.7166666666666668
1120,2,0.075,0,0.58,0,0,0.3,0.0,0.58
1120,3,0.0,0,0.33,0,0,0.3,0.0,0.33
1130,0,0.0,0,0.0,0,0,0.3,0.0,0.0
1130,1,0.0,0,0.9,1,0,0.3,0.0,0.9
1130,2,0.0,0,0.0,0,0,0.3,0.0,0.0
1130,3,0.1725,2,5.88,0,0,0.3,2.0,1.96
1140,0,0.0,0,0.0,0,0,0.3,0.0,0.0
1140,1,0.225,1,6.08,0,0,0.3,1.0,3.04
1140,2,0.2197,2,5.01,1,0,0.3,1.4,1.67
1140,3,0.0,0,0.0,0,0,0.3,0.0,0.0
1150,0,0.1595,4,16.91,0,0,0.3,4.0,3.382
1150,1,0.1976,5,17.39,0,0,0.3,5.0,2.8983333333333334
1150,2,0.0048,0,0.14,1,0,0.3,0.0,0.14
1150,3,0.0164,0,0.35,0,0,0.3,0.0,0.35
1160,0,0.0,0,0.0,0,0,0.3,0.0,0.0
1160,1,0.0225,0,0.0,0,0,0.3,0.0,0.0
1160,2,0.2107,3,9.13,1,0,0.3,2.0999999999999996,2.2825
1160,3,0.0458,0,2.04,0,0,0.3,0.0,2.04
1170,0,0.1232,0,1.5,0,0,0.3,0.0,1.5
1170,1,0.0,0,0.23,0,0,0.3,0.0,0.23
1170,2,0.1011,1,4.94,0,0,0.3,1.0,2.47
1170,3,0.1104,2,3.42,1,0,0.3,1.4,1.14
1180,0,0.0517,0,1.15,0,0,0.3,0.0,1.15
1180,1,0.0381,0,1.11,0,0,0.3,0.0,1.11
1180,2,0.3406,2,8.07,0,0,0.3,2.0,2.69
1180,3,0.0055,0,0.0,1,0,0.3,0.0,0.0
1190,0,0.2335,5,12.17,0,0,0.3,5.0,2.0283333333333333
1190,1,0.0,0,1.94,0,0,0.3,0.0,1.94
1190,2,0.0827,1,0.0,0,0,0.3,1.0,0.0
1190,3,0.0,0,0.0,1,0,0.3,0.0,0.0
1200,0,0.0297,0,0.0,1,0,0.3,0.0,0.0
1200,1,0.0968,1,2.91,0,0,0.3,1.0,1.455
1200,2,0.0224,0,3.85,0,0,0.3,0.0,3.85
1200,3,0.2097,0,1.94,0,0,0.3,0.0,1.94
1210,0,0.1484,2,8.14,1,0,0.3,1.4,2.7133333333333334
1210,1,0.0923,0,0.0,0,0,0.3,0.0,0.0
1210,2,0.2661,3,9.07,0,0,0.3,3.0,2.2675
1210,3,0.0,0,0.0,0,0,0.3,0.0,0.0
1220,0,0.0,0,0.0,1,0,0.3,0.0,0.0
1220,1,0.0272,0,0.0,0,0,0.3,0.0,0.0
1220,2,0.079,2,2.46,0,0,0.3,2.0,0.82
1220,3,0.0246,1,1.87,0,0,0.3,1.0,0.935
1230,0,0.0925,0,2.28,0,0,0.3,0.0,2.28
1230,1,0.3094,4,7.38,1,0,0.3,2.8,1.476
1230,2,0.0149,0,0.0,0,0,0.3,0.0,0.0
1230,3,0.1623,1,0.0,0,0,0.3,1.0,0.0
1240,0,0.0065,0,2.29,0,0,0.3,0.0,2.29
1240,1,0.0,0,0.0,1,0,0.3,0.0,0.0
1240,2,0.1331,1,4.9,0,0,0.3,1.0,2.45
1240,3,0.0,0,0.0,0,0,0.3,0.0,0.0
1250,0,0.0,0,0.0,0,0,0.3,0.0,0.0
1250,1,0.0731,1,1.65,1,0,0.3,0.7,0.825
1250,2,0.1492,2,9.57,0,0,0.3,2.0,3.19
1250,3,0.1385,0,0.05,0,0,0.3,0.0,0.05
1260,0,0.093,2,8.88,0,0,0.3,2.0,2.9600000000000004
1260,1,0.0442,0,0.0,0,0,0.3,0.0,0.0
1260,2,0.0,0,0.23,1,0,0.3,0.0,0.23
1260,3,0.1689,2,3.38,0,0,0.3,2.0,1.1266666666666667
1270,0,0.1752,2,3.81,0,0,0.3,2.0,1.27
1270,1,0.0984,1,0.68,0,0,0.3,1.0,0.34
1270,2,0.0223,1,6.81,1,0,0.3,0.7,3.405
1270,3,0.0931,1,3.46,0,0,0.3,1.0,1.73
1280,0,0.0768,1,1.99,0,0,0.3,1.0,0.995
1280,1,0.092,1,4.97,0,0,0.3,1.0,2.485
1280,2,0.0663,2,6.61,1,0,0.3,1.4,2.2033333333333336
1280,3,0.194,1,1.08,0,0,0.3,1.0,0.54
1290,0,0.0629,0,0.0,0,0,0.3,0.0,0.0
1290,1,0.047,4,4.95,0,0,0.3,4.0,0.99
1290,2,0.0823,1,4.44,0,0,0.3,1.0,2.22
1290,3,0.1531,1,2.94,1,0,0.3,0.7,1.47
1300,0,0.2314,4,13.13,0,0,0.3,4.0,2.6260000000000003
1300,1,0.0629,0,2.85,0,0,0.3,0.0,2.85
1300,2,0.0091,0,0.0,0,0,0.3,0.0,0.0
1300,3,0.1925,1,3.96,1,0,0.3,0.7,1.98
1310,0,0.3555,2,5.39,0,0,0.3,2.0,1.7966666666666666
1310,1,0.0886,2,5.58,0,0,0.3,2.0,1.86
1310,2,0.0,0,2.1,0,0,0.3,0.0,2.1
1310,3,0.0,0,0.0,1,0,0.3,0.0,0.0
1320,0,0.0992,2,9.05,1,0,0.3,1.4,3.016666666666667
1320,1,0.3043,1,5.67,0,0,0.3,1.0,2.835
1320,2,0.387,4,6.13,0,0,0.3,4.0,1.226
1320,3,0.2639,2,6.63,0,0,0.3,2.0,2.21
1330,0,0.0916,0,0.0,1,0,0.3,0.0,0.0
1330,1,0.0,0,0.37,0,0,0.3,0.0,0.37
1330,2,0.1212,0,0.0,0,0,0.3,0.0,0.0
1330,3,0.2002,3,3.92,0,0,0.3,3.0,0.98
1340,0,0.0698,2,9.8,1,0,0.3,1.4,3.266666666666667
1340,1,0.0146,0,1.67,0,0,0.3,0.0,1.67
1340,2,0.1405,0,0.0,0,0,0.3,0.0,0.0
1340,3,0.0,0,0.0,0,0,0.3,0.0,0.0
1350,0,0.008,0,0.0,0,0,0.3,0.0,0.0
1350,1,0.1755,1,1.99,1,0,0.3,0.7,0.995
1350,2,0.0211,0,1.38,0,0,0.3,0.0,1.38
1350,3,0.0405,0,1.73,0,0,0.3,0.0,1.73
1360,0,0.0371,0,0.0,0,0,0.3,0.0,0.0
1360,1,0.1507,0,0.0,1,0,0.3,0.0,0.0
1360,2,0.0,0,0.0,0,0,0.3,0.0,0.0
1360,3,0.0296,1,1.3,0,0,0.3,1.0,0.65
1370,0,0.1885,3,7.79,0,0,0.3,3.0,1.9475
1370,1,0.1569,1,2.06,1,0,0.3,0.7,1.03
1370,2,0.3557,2,9.02,0,0,0.3,2.0,3.0066666666666664
1370,3,0.203,4,13.6,0,0,0.3,4.0,2.7199999999999998
1380,0,0.0839,0,3.02,0,0,0.3,0.0,3.02
1380,1,0.0488,1,4.52,0,0,0.3,1.0,2.26
1380,2,0.0,0,0.0,1,0,0.3,0.0,0.0
1380,3,0.0888,1,0.8,0,0,0.3,1.0,0.4
1390,0,0.0286,1,3.99,0,0,0.3,1.0,1.995
1390,1,0.0551,0,0.0,0,0,0.3,0.0,0.0
1390,2,0.0436,0,3.22,1,0,0.3,0.0,3.22
1390,3,0.1806,0,0.0,0,0,0.3,0.0,0.0
1400,0,0.4598,2,1.32,0,0,0.3,2.0,0.44
1400,1,0.0,0,0.0,0,0,0.3,0.0,0.0
1400,2,0.182,2,3.21,1,0,0.3,1.4,1.07
1400,3,0.0361,0,0.55,0,0,0.3,0.0,0.55
1410,0,0.0536,0,0.88,0,0,0.3,0.0,0.88
1410,1,0.0794,0,4.12,0,0,0.3,0.0,4.12
1410,2,0.1442,3,8.75,0,0,0.3,3.0,2.1875
1410,3,0.3576,2,7.55,1,0,0.3,1.4,2.5166666666666666
1420,0,0.1996,0,0.0,0,0,0.3,0.0,0.0
1420,1,0.05,1,3.9,0,0,0.3,1.0,1.95
1420,2,0.0916,0,0.0,0,0,0.3,0.0,0.0
1420,3,0.2598,1,0.09,1,0,0.3,0.7,0.045
1430,0,0.0663,0,1.56,0,0,0.3,0.0,1.56
1430,1,0.0656,0,1.08,0,0,0.3,0.0,1.08
1430,2,0.0359,2,0.38,0,0,0.3,2.0,0.12666666666666668
1430,3,0.1453,1,2.19,1,0,0.3,0.7,1.095
1440,0,0.1528,0,0.0,1,0,0.3,0.0,0.0
1440,1,0.2074,4,11.58,0,0,0.3,4.0,2.316
1440,2,0.0363,2,3.75,0,0,0.3,2.0,1.25
1440,3,0.1115,0,0.0,0,0,0.3,0.0,0.0
1450,0,0.0263,0,0.0,1,0,0.3,0.0,0.0
1450,1,0.1247,1,2.36,0,0,0.3,1.0,1.18
1450,2,0.0986,2,3.49,0,0,0.3,2.0,1.1633333333333333
1450,3,0.0814,2,3.96,0,0,0.3,2.0,1.32
1460,0,0.1011,0,0.0,1,0,0.3,0.0,0.0
1460,1,0.1985,3,11.47,0,0,0.3,3.0,2.8675
1460,2,0.2191,4,18.69,0,0,0.3,4.0,3.7380000000000004
1460,3,0.1181,1,3.06,0,0,0.3,1.0,1.53
1470,0,0.1342,0,0.13,0,0,0.3,0.0,0.13
1470,1,0.107,0,1.96,1,0,0.3,0.0,1.96
1470,2,0.0083,0,3.88,0,0,0.3,0.0,3.88
1470,3,0.1077,1,1.8,0,0,0.3,1.0,0.9
1480,0,0.1709,1,3.66,0,0,0.3,1.0,1.83
1480,1,0.0854,2,7.79,1,0,0.3,1.4,2.5966666666666667
1480,2,0.1501,3,7.28,0,0,0.3,3.0,1.82
1480,3,0.0682,2,7.72,0,0,0.3,2.0,2.5733333333333333
1490,0,0.0012,0,0.0,0,0,0.3,0.0,0.0
1490,1,0.0911,0,2.16,1,0,0.3,0.0,2.16
1490,2,0.0871,0,1.27,0,0,0.3,0.0,1.27
1490,3,0.5083,6,11.82,0,0,0.3,6.0,1.6885714285714286
1500,0,0.095,2,3.68,0,0,0.3,2.0,1.2266666666666668
1500,1,0.0186,0,0.0,0,0,0.3,0.0,0.0
1500,2,0.1586,2,10.57,1,0,0.3,1.4,3.5233333333333334
1500,3,0.2909,1,5.79,0,0,0.3,1.0,2.895
1510,0,0.0623,2,8.23,0,0,0.3,2.0,2.7433333333333336
1510,1,0.1103,0,0.0,0,0,0.3,0.0,0.0
1510,2,0.0,0,2.07,1,0,0.3,0.0,2.07
1510,3,0.0777,1,2.74,0,0,0.3,1.0,1.37
1520,0,0.0757,1,5.24,0,0,0.3,1.0,2.62
1520,1,0.1877,1,3.46,0,0,0.3,1.0,1.73
1520,2,0.0398,0,0.0,1,0,0.3,0.0,0.0
1520,3,0.0348,1,3.39,0,0,0.3,1.0,1.695
1530,0,0.0718,0,4.06,0,0,0.3,0.0,4.06
1530,1,0.2316,3,9.68,0,0,0.3,3.0,2.42
1530,2,0.1351,0,0.0,0,0,0.3,0.0,0.0
1530,3,0.107,1,3.18,1,0,0.3,0.7,1.59
1540,0,0.0,0,1.57,0,0,0.3,0.0,1.57
1540,1,0.2086,1,0.0,0,0,0.3,1.0,0.0
1540,2,0.1553,0,0.0,0,0,0.3,0.0,0.0
1540,3,0.0291,0,0.0,1,0,0.3,0.0,0.0
1550,0,0.2331,5,17.61,0,0,0.3,5.0,2.935
1550,1,0.1632,2,5.49,0,0,0.3,2.0,1.83
1550,2,0.0,0,0.0,0,0,0.3,0.0,0.0
1550,3,0.2802,3,6.61,1,0,0.3,2.0999999999999996,1.6525
1560,0,0.2174,3,6.63,1,0,0.3,2.0999999999999996,1.6575
1560,1,0.0,0,0.0,0,0,0.3,0.0,0.0
1560,2,0.0868,0,1.13,0,0,0.3,0.0,1.13
1560,3,0.5863,4,12.89,0,0,0.3,4.0,2.5780000000000003
1570,0,0.0018,0,0.85,1,0,0.3,0.0,0.85
1570,1,0.2236,0,0.0,0,0,0.3,0.0,0.0
1570,2,0.0706,1,0.69,0,0,0.3,1.0,0.345
1570,3,0.1292,1,3.1,0,0,0.3,1.0,1.55
1580,0,0.0,0,0.0,1,0,0.3,0.0,0.0
1580,1,0.1602,1,0.0,0,0,0.3,1.0,0.0
1580,2,0.1716,0,0.56,0,0,0.3,0.0,0.56
1580,3,0.1368,2,6.28,0,0,0.3,2.0,2.0933333333333333
1590,0,0.1303,1,8.91,0,0,0.3,1.0,4.455
1590,1,0.067,1,1.96,1,0,0.3,0.7,0.98
1590,2,0.0,0,0.0,0,0,0.3,0.0,0.0
1590,3,0.182,2,7.8,0,0,0.3,2.0,2.6
1600,0,0.0,0,1.52,0,0,0.3,0.0,1.52
1600,1,0.1137,2,7.46,1,0,0.3,1.4,2.486666666666667
1600,2,0.0311,0,1.18,0,0,0.3,0.0,1.18
1600,3,0.1045,0,1.86,0,0,0.3,0.0,1.86
1610,0,0.0445,0,1.09,0,0,0.3,0.0,1.09
1610,1,0.0,0,0.92,1,0,0.3,0.0,0.92
1610,2,0.0,0,0.0,0,0,0.3,0.0,0.0
1610,3,0.0816,0,0.0,0,0,0.3,0.0,0.0
1620,0,0.0893,0,3.1,0,0,0.3,0.0,3.1
1620,1,0.0937,2,5.82,0,0,0.3,2.0,1.9400000000000002
1620,2,0.1617,0,0.0,1,0,0.3,0.0,0.0
1620,3,0.1954,2,4.47,0,0,0.3,2.0,1.49
1630,0,0.0,0,0.0,0,0,0.3,0.0,0.0
1630,1,0.039,2,6.5,0,0,0.3,2.0,2.1666666666666665
1630,2,0.1379,1,1.75,1,0,0.3,0.7,0.875
1630,3,0.0378,0,0.0,0,0,0.3,0.0,0.0
1640,0,0.101,0,0.56,0,0,0.3,0.0,0.56
1640,1,0.0679,1,2.79,0,0,0.3,1.0,1.395
1640,2,0.0958,0,0.0,1,0,0.3,0.0,0.0
1640,3,0.0689,0,0.0,0,0,0.3,0.0,0.0
1650,0,0.2279,2,6.56,0,0,0.3,2.0,2.1866666666666665
1650,1,0.0474,2,3.78,0,0,0.3,2.0,1.26
1650,2,0.2277,2,5.49,0,0,0.3,2.0,1.83
1650,3,0.0776,1,3.22,1,0,0.3,0.7,1.61
1660,0,0.089,1,4.16,0,0,0.3,1.0,2.08
1660,1,0.0103,0,0.0,0,0,0.3,0.0,0.0
1660,2,0.0315,0,0.0,0,0,0.3,0.0,0.0
1660,3,0.0,0,3.58,1,0,0.3,0.0,3.58
1670,0,0.2064,0,0.0,0,0,0.3,0.0,0.0
1670,1,0.0,0,0.0,0,0,0.3,0.0,0.0
1670,2,0.0,0,2.71,0,0,0.3,0.0,2.71
1670,3,0.0,0,0.0,1,0,0.3,0.0,0.0
1680,0,0.0,0,0.44,1,0,0.3,0.0,0.44
1680,1,0.0435,0,1.33,0,0,0.3,0.0,1.33
1680,2,0.1232,0,0.0,0,0,0.3,0.0,0.0
1680,3,0.0215,1,4.66,0,0,0.3,1.0,2.33
1690,0,0.0297,0,0.23,1,0,0.3,0.0,0.23
1690,1,0.065,0,0.0,0,0,0.3,0.0,0.0
1690,2,0.1544,1,8.58,0,0,0.3,1.0,4.29
1690,3,0.0305,0,0.0,0,0,0.3,0.0,0.0
1700,0,0.2448,4,15.06,1,0,0.3,2.8,3.012
1700,1,0.0117,0,0.0,0,0,0.3,0.0,0.0
1700,2,0.0195,0,0.0,0,0,0.3,0.0,0.0
1700,3,0.0173,0,1.55,0,0,0.3,0.0,1.55
1710,0,0.0,0,0.0,0,0,0.3,0.0,0.0
1710,1,0.0,0,0.88,1,0,0.3,0.0,0.88
1710,2,0.0762,2,7.29,0,0,0.3,2.0,2.43
1710,3,0.0632,2,5.89,0,0,0.3,2.0,1.9633333333333332
1720,0,0.1625,2,4.62,0,0,0.3,2.0,1.54
1720,1,0.1142,0,3.45,1,0,0.3,0.0,3.45
1720,2,0.2176,3,10.98,0,0,0.3,3.0,2.745
1720,3,0.0548,0,0.0,0,0,0.3,0.0,0.0
1730,0,0.0214,0,0.0,0,0,0.3,0.0,0.0
1730,1,0.4358,7,16.42,1,0,0.3,4.8999999999999995,2.0525
1730,2,0.0407,0,0.0,0,0,0.3,0.0,0.0
1730,3,0.141,1,4.37,0,0,0.3,1.0,2.185
1740,0,0.0824,1,2.01,0,0,0.3,1.0,1.005
1740,1,0.0,0,0.36,0,0,0.3,0.0,0.36
1740,2,0.0386,0,0.0,1,0,0.3,0.0,0.0
1740,3,0.0,0,2.83,0,0,0.3,0.0,2.83
1750,0,0.3688,9,25.8,0,0,0.3,9.0,2.58
1750,1,0.0965,0,0.0,0,0,0.3,0.0,0.0
1750,2,0.0591,1,4.46,1,0,0.3,0.7,2.23
1750,3,0.0635,1,1.05,0,0,0.3,1.0,0.525
1760,0,0.0,0,2.94,0,0,0.3,0.0,2.94
1760,1,0.2692,0,1.09,0,0,0.3,0.0,1.09
1760,2,0.1147,1,1.45,1,0,0.3,0.7,0.725
1760,3,0.1808,2,5.09,0,0,0.3,2.0,1.6966666666666665
1770,0,0.0,0,2.03,0,0,0.3,0.0,2.03
1770,1,0.0419,0,0.0,0,0,0.3,0.0,0.0
1770,2,0.0847,0,0.0,0,0,0.3,0.0,0.0
1770,3,0.035,0,2.84,1,0,0.3,0.0,2.84
1780,0,0.1147,1,2.84,0,0,0.3,1.0,1.42
1780,1,0.0803,0,0.0,0,0,0.3,0.0,0.0
1780,2,0.1194,0,0.0,0,0,0.3,0.0,0.0
1780,3,0.4848,11,36.55,1,0,0.3,7.699999999999999,3.045833333333333
1790,0,0.0916,1,4.63,0,0,0.3,1.0,2.315
1790,1,0.0,0,0.0,0,0,0.3,0.0,0.0
1790,2,0.1192,1,5.99,0,0,0.3,1.0,2.995
1790,3,0.031,0,0.0,1,0,0.3,0.0,0.0
1800,0,0.0,0,0.64,1,0,0.3,0.0,0.64
1800,1,0.1829,3,7.22,0,0,0.3,3.0,1.805
1800,2,0.0773,1,3.23,0,0,0.3,1.0,1.615
1800,3,0.0465,0,0.95,0,0,0.3,0.0,0.95
1810,0,0.0188,0,6.54,1,0,0.3,0.0,6.54
1810,1,0.0,0,0.79,0,0,0.3,0.0,0.79
1810,2,0.0,0,2.32,0,0,0.3,0.0,2.32
1810,3,0.1063,2,3.54,0,0,0.3,2.0,1.18
1820,0,0.0616,0,0.0,1,0,0.3,0.0,0.0
1820,1,0.0,0,0.44,0,0,0.3,0.0,0.44
1820,2,0.1984,2,5.41,0,0,0.3,2.0,1.8033333333333335
1820,3,0.0766,1,4.95,0,0,0.3,1.0,2.475
1830,0,0.0494,2,5.33,0,0,0.3,2.0,1.7766666666666666
1830,1,0.0108,0,2.32,1,0,0.3,0.0,2.32
1830,2,0.0078,0,3.69,0,0,0.3,0.0,3.69
1830,3,0.0,0,0.0,0,0,0.3,0.0,0.0
1840,0,0.0,0,0.0,0,0,0.3,0.0,0.0
1840,1,0.2615,2,3.74,1,0,0.3,1.4,1.2466666666666668
1840,2,0.0046,0,2.56,0,0,0.3,0.0,2.56
1840,3,0.1487,3,8.74,0,0,0.3,3.0,2.185
1850,0,0.0053,0,0.52,0,0,0.3,0.0,0.52
1850,1,0.0338,1,2.23,1,0,0.3,0.7,1.115
1850,2,0.0028,0,0.0,0,0,0.3,0.0,0.0
1850,3,0.3678,3,5.39,0,0,0.3,3.0,1.3475
1860,0,0.0577,1,0.56,0,0,0.3,1.0,0.28
1860,1,0.2041,1,0.66,0,0,0.3,1.0,0.33
1860,2,0.1296,0,0.0,1,0,0.3,0.0,0.0
1860,3,0.0657,0,0.0,0,0,0.3,0.0,0.0
1870,0,0.1398,1,0.0,0,0,0.3,1.0,0.0
1870,1,0.0,0,0.0,0,0,0.3,0.0,0.0
1870,2,0.2064,1,0.72,1,0,0.3,0.7,0.36
1870,3,0.1499,1,1.56,0,0,0.3,1.0,0.78
1880,0,0.1173,3,7.78,0,0,0.3,3.0,1.945
1880,1,0.1718,1,1.46,0,0,0.3,1.0,0.73
1880,2,0.0657,1,4.74,1,0,0.3,0.7,2.37
1880,3,0.0525,2,3.25,0,0,0.3,2.0,1.0833333333333333
1890,0,0.0998,1,1.8,0,0,0.3,1.0,0.9
1890,1,0.0089,0,0.0,0,0,0.3,0.0,0.0
1890,2,0.0126,0,0.0,0,0,0.3,0.0,0.0
1890,3,0.1102,1,5.94,1,0,0.3,0.7,2.97
1900,0,0.0863,1,3.22,0,0,0.3,1.0,1.61
1900,1,0.0372,0,0.0,0,0,0.3,0.0,0.0
1900,2,0.1324,1,3.21,0,0,0.3,1.0,1.605
1900,3,0.0,0,0.0,1,0,0.3,0.0,0.0
1910,0,0.0063,0,0.85,0,0,0.3,0.0,0.85
1910,1,0.0705,0,0.0,0,0,0.3,0.0,0.0
1910,2,0.1181,2,3.22,0,0,0.3,2.0,1.0733333333333335
1910,3,0.0211,0,0.0,1,0,0.3,0.0,0.0
1920,0,0.1879,1,0.78,1,0,0.3,0.7,0.39
1920,1,0.0,0,1.77,0,0,0.3,0.0,1.77
1920,2,0.0408,2,6.79,0,0,0.3,2.0,2.263333333333333
1920,3,0.1957,2,3.38,0,0,0.3,2.0,1.1266666666666667
1930,0,0.0338,1,0.01,1,0,0.3,0.7,0.005
1930,1,0.0,0,0.0,0,0,0.3,0.0,0.0
1930,2,0.079,0,0.0,0,0,0.3,0.0,0.0
1930,3,0.0,0,1.5,0,0,0.3,0.0,1.5
1940,0,0.0526,0,0.0,1,0,0.3,0.0,0.0
1940,1,0.0662,0,1.62,0,0,0.3,0.0,1.62
1940,2,0.0691,0,1.57,0,0,0.3,0.0,1.57
1940,3,0.0394,0,2.08,0,0,0.3,0.0,2.08
1950,0,0.034,0,2.86,0,0,0.3,0.0,2.86
1950,1,0.2109,1,2.23,1,0,0.3,0.7,1.115
1950,2,0.0208,2,0.84,0,0,0.3,2.0,0.27999999999999997
1950,3,0.1361,0,0.0,0,0,0.3,0.0,0.0
1960,0,0.1487,0,0.0,0,0,0.3,0.0,0.0
1960,1,0.0639,0,0.72,1,0,0.3,0.0,0.72
1960,2,0.1559,2,2.32,0,0,0.3,2.0,0.7733333333333333
1960,3,0.0,0,0.24,0,0,0.3,0.0,0.24
1970,0,0.0357,0,0.0,0,0,0.3,0.0,0.0
1970,1,0.0,0,0.62,1,0,0.3,0.0,0.62
1970,2,0.1214,2,8.16,0,0,0.3,2.0,2.72
1970,3,0.0949,1,3.75,0,0,0.3,1.0,1.875
1980,0,0.2231,2,7.58,0,0,0.3,2.0,2.526666666666667
1980,1,0.0403,0,0.66,0,0,0.3,0.0,0.66
1980,2,0.1158,1,2.99,1,0,0.3,0.7,1.495
1980,3,0.0386,0,0.0,0,0,0.3,0.0,0.0
1990,0,0.1646,2,10.9,0,0,0.3,2.0,3.6333333333333333
1990,1,0.1138,2,3.79,0,0,0.3,2.0,1.2633333333333334
1990,2,0.1259,1,0.28,1,0,0.3,0.7,0.14
1990,3,0.0112,0,0.0,0,0,0.3,0.0,0.0
2000,0,0.0805,1,1.65,0,0,0.3,1.0,0.825
2000,1,0.0711,1,1.09,0,0,0.3,1.0,0.545
2000,2,0.024,0,0.0,1,0,0.3,0.0,0.0
2000,3,0.0279,0,0.0,0,0,0.3,0.0,0.0
2010,0,0.0343,0,0.0,0,0,0.3,0.0,0.0
2010,1,0.0887,0,1.77,0,0,0.3,0.0,1.77
2010,2,0.2112,3,10.75,0,0,0.3,3.0,2.6875
2010,3,0.0181,1,0.07,1,0,0.3,0.7,0.035
2020,0,0.1118,2,1.81,0,0,0.3,2.0,0.6033333333333334
2020,1,0.0438,0,2.21,0,0,0.3,0.0,2.21
2020,2,0.4665,4,8.38,0,0,0.3,4.0,1.6760000000000002
2020,3,0.0753,1,4.31,1,0,0.3,0.7,2.155
2030,0,0.0511,0,0.85,0,0,0.3,0.0,0.85
2030,1,0.1262,1,5.09,0,0,0.3,1.0,2.545
2030,2,0.0595,0,0.0,0,0,0.3,0.0,0.0
2030,3,0.3429,3,4.88,1,0,0.3,2.0999999999999996,1.22
2040,0,0.0039,0,0.0,1,0,0.3,0.0,0.0
2040,1,0.0,0,1.63,0,0,0.3,0.0,1.63
2040,2,0.1135,0,0.0,0,0,0.3,0.0,0.0
2040,3,0.0673,1,0.0,0,0,0.3,1.0,0.0
2050,0,0.1362,1,2.02,1,0,0.3,0.7,1.01
2050,1,0.125,0,0.36,0,0,0.3,0.0,0.36
2050,2,0.0836,1,0.37,0,0,0.3,1.0,0.185
2050,3,0.0,0,0.4,0,0,0.3,0.0,0.4
2060,0,0.1404,1,0.09,1,0,0.3,0.7,0.045
2060,1,0.1961,2,4.04,0,0,0.3,2.0,1.3466666666666667
2060,2,0.0,0,3.96,0,0,0.3,0.0,3.96
2060,3,0.0931,0,0.0,0,0,0.3,0.0,0.0
2070,0,0.0,0,1.69,0,0,0.3,0.0,1.69
2070,1,0.1669,1,2.16,1,0,0.3,0.7,1.08
2070,2,0.0,0,3.95,0,0,0.3,0.0,3.95
2070,3,0.2153,3,9.58,0,0,0.3,3.0,2.395
2080,0,0.1475,1,2.7,0,0,0.3,1.0,1.35
2080,1,0.1453,3,11.98,1,0,0.3,2.0999999999999996,2.995
2080,2,0.0548,0,0.0,0,0,0.3,0.0,0.0
2080,3,0.0,0,0.0,0,0,0.3,0.0,0.0
2090,0,0.0469,0,0.0,0,0,0.3,0.0,0.0
2090,1,0.0131,0,1.26,1,0,0.3,0.0,1.26
2090,2,0.1219,0,4.07,0,0,0.3,0.0,4.07
2090,3,0.0364,0,0.0,0,0,0.3,0.0,0.0
2100,0,0.0546,0,1.33,0,0,0.3,0.0,1.33
2100,1,0.0359,0,0.0,0,0,0.3,0.0,0.0
2100,2,0.0372,1,0.0,1,0,0.3,0.7,0.0
2100,3,0.0066,0,1.05,0,0,0.3,0.0,1.05
2110,0,0.058,1,2.49,0,0,0.3,1.0,1.245
2110,1,0.1175,1,3.21,0,0,0.3,1.0,1.605
2110,2,0.0,0,0.0,1,0,0.3,0.0,0.0
2110,3,0.2466,6,20.62,0,0,0.3,6.0,2.9457142857142857
2120,0,0.0,0,0.0,0,0,0.3,0.0,0.0
2120,1,0.3182,4,15.41,0,0,0.3,4.0,3.082
2120,2,0.0,0,0.37,1,0,0.3,0.0,0.37
2120,3,0.0,0,2.39,0,0,0.3,0.0,2.39
2130,0,0.0898,0,0.0,0,0,0.3,0.0,0.0
2130,1,0.0478,0,0.51,0,0,0.3,0.0,0.51
2130,2,0.3237,1,1.73,0,0,0.3,1.0,0.865
2130,3,0.1999,2,7.2,1,0,0.3,1.4,2.4
2140,0,0.0,0,0.0,0,0,0.3,0.0,0.0
2140,1,0.1104,0,1.22,0,0,0.3,0.0,1.22
2140,2,0.0,0,0.51,0,0,0.3,0.0,0.51
2140,3,0.1542,3,7.24,1,0,0.3,2.0999999999999996,1.81
2150,0,0.1264,3,12.96,0,0,0.3,3.0,3.24
2150,1,0.1471,0,3.8,0,0,0.3,0.0,3.8
2150,2,0.0573,0,0.0,0,0,0.3,0.0,0.0
2150,3,0.0,0,0.0,1,0,0.3,0.0,0.0
2160,0,0.0439,0,1.56,1,0,0.3,0.0,1.56
2160,1,0.0016,0,0.0,0,0,0.3,0.0,0.0
2160,2,0.1522,1,2.16,0,0,0.3,1.0,1.08
2160,3,0.0851,0,3.35,0,0,0.3,0.0,3.35
2170,0,0.0,0,0.0,1,0,0.3,0.0,0.0
